epoch,accuracy,loss,val_accuracy,val_loss
0,0.5099999904632568,0.6931225061416626,0.4099999964237213,0.6956803798675537
1,0.5375000238418579,0.6897345185279846,0.49000000953674316,0.6930341124534607
2,0.5224999785423279,0.6829155683517456,0.5799999833106995,0.6908700466156006
3,0.6025000214576721,0.6641514301300049,0.550000011920929,0.690690279006958
4,0.5924999713897705,0.65680330991745,0.5699999928474426,0.6901857852935791
5,0.6575000286102295,0.6411535143852234,0.5099999904632568,0.6909084320068359
6,0.6524999737739563,0.6224079132080078,0.6000000238418579,0.6844815015792847
